run_name,algorithm,labeled_dataset,description,is_duplicate_of,duration,duration_seconds,duration_hours
alg_softmatch_textures_r0.4_s10_0410_0402,softmatch,cifar10,SoftMatch algorithm sweep (6 OOD sources × r × seeds),,0h 48m 1s,2881,0.800278
alg_softmatch_textures_r0.4_s20_0410_0450,softmatch,cifar10,SoftMatch algorithm sweep (6 OOD sources × r × seeds),,0h 48m 3s,2883,0.800833
alg_softmatch_textures_r0.4_s30_0410_0538,softmatch,cifar10,SoftMatch algorithm sweep (6 OOD sources × r × seeds),,0h 48m 1s,2881,0.800278
alg_softmatch_textures_r0.4_s40_0410_0626,softmatch,cifar10,SoftMatch algorithm sweep (6 OOD sources × r × seeds),,0h 48m 7s,2887,0.801944
alg_softmatch_textures_r0.5_s0_0411_0307,softmatch,cifar10,SoftMatch algorithm sweep (6 OOD sources × r × seeds),,0h 47m 59s,2879,0.799722
alg_softmatch_textures_r0.5_s10_0411_0355,softmatch,cifar10,SoftMatch algorithm sweep (6 OOD sources × r × seeds),,0h 48m 0s,2880,0.8
alg_softmatch_textures_r0.5_s20_0411_0443,softmatch,cifar10,SoftMatch algorithm sweep (6 OOD sources × r × seeds),,0h 48m 0s,2880,0.8
alg_softmatch_textures_r0.5_s30_0411_0531,softmatch,cifar10,SoftMatch algorithm sweep (6 OOD sources × r × seeds),,0h 48m 0s,2880,0.8
alg_softmatch_textures_r0.5_s40_0411_0619,softmatch,cifar10,SoftMatch algorithm sweep (6 OOD sources × r × seeds),,0h 48m 5s,2885,0.801389
cifar100_r0.0_s0_0406_1118,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 44m 58s,35098,9.749444
cifar100_r0.0_s10_0406_2103,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 42m 38s,34958,9.710556
cifar100_r0.0_s20_0407_0646,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 49m 29s,35369,9.824722
cifar100_r0.0_s30_0407_1635,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 53m 24s,35604,9.89
cifar100_r0.0_s40_0406_1118,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 1m 48s,32508,9.03
cifar100_r0.1_s0_0408_0229,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 48m 1s,35281,9.800278
cifar100_r0.1_s10_0408_1217,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 56m 57s,35817,9.949167
cifar100_r0.1_s20_0408_2214,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 49m 51s,35391,9.830833
cifar100_r0.1_s30_0409_0804,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 46m 39s,35199,9.7775
cifar100_r0.1_s40_0406_2020,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 4m 0s,32640,9.066667
cifar100_r0.2_s0_0407_0524,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 3m 16s,32596,9.054444
cifar100_r0.2_s10_0407_1427,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 5m 11s,32711,9.086389
cifar100_r0.2_s20_0407_2333,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 1m 11s,32471,9.019722
cifar100_r0.2_s30_0408_0834,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 1m 51s,32511,9.030833
cifar100_r0.2_s40_0408_1736,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 9m 41s,32981,9.161389
cifar100_r0.3_s0_0409_0246,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,8h 58m 52s,32332,8.981111
cifar100_r0.3_s10_0406_1118,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,10h 32m 38s,37958,10.543889
cifar100_r0.3_s20_0406_2151,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,10h 26m 13s,37573,10.436944
cifar100_r0.3_s30_0407_0817,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,10h 31m 0s,37860,10.516667
cifar100_r0.3_s40_0407_1848,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,37h 51m 2s,136262,37.850556
cifar100_r0.4_s0_0409_1347,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,8h 58m 58s,32338,8.982778
cifar100_r0.4_s10_0409_2246,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,8h 42m 29s,31349,8.708056
cifar100_r0.4_s20_0409_1347,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 46m 44s,35204,9.778889
cifar100_r0.4_s30_0406_1118,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 55m 48s,35748,9.93
cifar100_r0.4_s40_0406_2114,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 56m 1s,35761,9.933611
cifar100_r0.5_s0_0407_0710,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,10h 2m 27s,36147,10.040833
cifar100_r0.5_s10_0407_1713,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,10h 15m 9s,36909,10.2525
cifar100_r0.5_s20_0408_0328,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 51m 20s,35480,9.855556
cifar100_r0.5_s30_0408_1319,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,10h 2m 38s,36158,10.043889
cifar100_r0.5_s40_0408_2322,fixmatch,cifar100,FixMatch CIFAR-100 as labeled data (r sweep × seeds),,9h 53m 25s,35605,9.890278
