run_name,algorithm,labeled_dataset,description,is_duplicate_of,duration,duration_seconds,duration_hours
alg_flexmatch_cifar100_r0.5_s0_0410_1036,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 46s,2746,0.762778
alg_flexmatch_cifar100_r0.5_s10_0410_1122,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 46s,2746,0.762778
alg_flexmatch_cifar100_r0.5_s20_0410_1208,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 44s,2744,0.762222
alg_flexmatch_cifar100_r0.5_s30_0410_1253,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 46s,2746,0.762778
alg_flexmatch_cifar100_r0.5_s40_0410_1339,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 47s,2747,0.763056
alg_flexmatch_gaussian_noise_r0.1_s0_0407_0610,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 42s,2742,0.761667
alg_flexmatch_gaussian_noise_r0.1_s10_0407_0656,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 44s,2744,0.762222
alg_flexmatch_gaussian_noise_r0.1_s20_0407_0741,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 40s,2740,0.761111
alg_flexmatch_gaussian_noise_r0.1_s30_0407_0827,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 42s,2742,0.761667
alg_flexmatch_gaussian_noise_r0.1_s40_0407_0913,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 46s,2746,0.762778
alg_flexmatch_gaussian_noise_r0.2_s0_0408_0507,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 43s,2743,0.761944
alg_flexmatch_gaussian_noise_r0.2_s10_0408_0552,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 43s,2743,0.761944
alg_flexmatch_gaussian_noise_r0.2_s20_0408_0638,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 40s,2740,0.761111
alg_flexmatch_gaussian_noise_r0.2_s30_0408_0724,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 43s,2743,0.761944
alg_flexmatch_gaussian_noise_r0.2_s40_0408_0810,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 44s,2744,0.762222
alg_flexmatch_gaussian_noise_r0.3_s0_0409_0403,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 42s,2742,0.761667
alg_flexmatch_gaussian_noise_r0.3_s10_0409_0449,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 40s,2740,0.761111
alg_flexmatch_gaussian_noise_r0.3_s20_0409_0535,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 39s,2739,0.760833
alg_flexmatch_gaussian_noise_r0.3_s30_0409_0620,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 41s,2741,0.761389
alg_flexmatch_gaussian_noise_r0.3_s40_0409_0706,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 44s,2744,0.762222
alg_flexmatch_gaussian_noise_r0.4_s0_0410_0259,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 35s,2735,0.759722
alg_flexmatch_gaussian_noise_r0.4_s10_0410_0345,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 34s,2734,0.759444
alg_flexmatch_gaussian_noise_r0.4_s20_0410_0430,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 35s,2735,0.759722
alg_flexmatch_gaussian_noise_r0.4_s30_0410_0516,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 39s,2739,0.760833
alg_flexmatch_gaussian_noise_r0.4_s40_0410_0601,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 39s,2739,0.760833
alg_flexmatch_gaussian_noise_r0.5_s0_0411_0153,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 37s,2737,0.760278
alg_flexmatch_gaussian_noise_r0.5_s10_0411_0239,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 38s,2738,0.760556
alg_flexmatch_gaussian_noise_r0.5_s20_0411_0325,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 35s,2735,0.759722
alg_flexmatch_gaussian_noise_r0.5_s30_0411_0410,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 36s,2736,0.76
alg_flexmatch_gaussian_noise_r0.5_s40_0411_0456,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 39s,2739,0.760833
alg_flexmatch_mnist_r0.1_s0_0406_1834,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 57s,2757,0.765833
alg_flexmatch_mnist_r0.1_s10_0406_1920,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 43s,2743,0.761944
alg_flexmatch_mnist_r0.1_s20_0406_2006,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 42s,2742,0.761667
alg_flexmatch_mnist_r0.1_s30_0406_2052,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 43s,2743,0.761944
alg_flexmatch_mnist_r0.1_s40_0406_2137,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 45s,2745,0.7625
alg_flexmatch_mnist_r0.2_s0_0407_1738,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 39s,2739,0.760833
alg_flexmatch_mnist_r0.2_s10_0407_1823,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 38s,2738,0.760556
alg_flexmatch_mnist_r0.2_s20_0407_1909,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 37s,2737,0.760278
alg_flexmatch_mnist_r0.2_s30_0407_1955,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 39s,2739,0.760833
alg_flexmatch_mnist_r0.2_s40_0407_2040,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 40s,2740,0.761111
alg_flexmatch_mnist_r0.3_s0_0408_1634,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 41s,2741,0.761389
alg_flexmatch_mnist_r0.3_s10_0408_1720,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 41s,2741,0.761389
alg_flexmatch_mnist_r0.3_s20_0408_1806,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 38s,2738,0.760556
alg_flexmatch_mnist_r0.3_s30_0408_1851,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 39s,2739,0.760833
alg_flexmatch_mnist_r0.3_s40_0408_1937,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 43s,2743,0.761944
alg_flexmatch_mnist_r0.4_s0_0409_1530,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 39s,2739,0.760833
alg_flexmatch_mnist_r0.4_s10_0409_1616,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 40s,2740,0.761111
alg_flexmatch_mnist_r0.4_s20_0409_1702,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 36s,2736,0.76
alg_flexmatch_mnist_r0.4_s30_0409_1747,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 40s,2740,0.761111
alg_flexmatch_mnist_r0.4_s40_0409_1833,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 39s,2739,0.760833
alg_flexmatch_mnist_r0.5_s0_0410_1425,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 31s,2731,0.758611
alg_flexmatch_mnist_r0.5_s10_0410_1511,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 30s,2730,0.758333
alg_flexmatch_mnist_r0.5_s20_0410_1556,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 30s,2730,0.758333
alg_flexmatch_mnist_r0.5_s30_0410_1642,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 33s,2733,0.759167
alg_flexmatch_mnist_r0.5_s40_0410_1727,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 32s,2732,0.758889
alg_flexmatch_none_r0.0_s0_0406_0707,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 48s,2748,0.763333
alg_flexmatch_none_r0.0_s10_0406_0753,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 29s,2729,0.758056
alg_flexmatch_none_r0.0_s20_0406_0838,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 28s,2728,0.757778
alg_flexmatch_none_r0.0_s30_0406_0924,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 29s,2729,0.758056
alg_flexmatch_none_r0.0_s40_0406_1009,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 31s,2731,0.758611
alg_flexmatch_stl10_r0.1_s0_0406_2223,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 52m 21s,3141,0.8725
alg_flexmatch_stl10_r0.1_s10_0406_2316,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 7s,2767,0.768611
alg_flexmatch_stl10_r0.1_s20_0407_0002,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 5s,2765,0.768056
alg_flexmatch_stl10_r0.1_s30_0407_0048,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 8s,2768,0.768889
alg_flexmatch_stl10_r0.1_s40_0407_0134,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 10s,2770,0.769444
alg_flexmatch_stl10_r0.2_s0_0407_2126,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 8s,2768,0.768889
alg_flexmatch_stl10_r0.2_s10_0407_2212,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 6s,2766,0.768333
alg_flexmatch_stl10_r0.2_s20_0407_2258,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 5s,2765,0.768056
alg_flexmatch_stl10_r0.2_s30_0407_2344,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 9s,2769,0.769167
alg_flexmatch_stl10_r0.2_s40_0408_0030,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 10s,2770,0.769444
alg_flexmatch_stl10_r0.3_s0_0408_2023,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 6s,2766,0.768333
alg_flexmatch_stl10_r0.3_s10_0408_2109,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 5s,2765,0.768056
alg_flexmatch_stl10_r0.3_s20_0408_2155,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 2s,2762,0.767222
alg_flexmatch_stl10_r0.3_s30_0408_2241,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 6s,2766,0.768333
alg_flexmatch_stl10_r0.3_s40_0408_2327,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 7s,2767,0.768611
alg_flexmatch_stl10_r0.4_s0_0409_1919,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 1s,2761,0.766944
alg_flexmatch_stl10_r0.4_s10_0409_2005,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 3s,2763,0.7675
alg_flexmatch_stl10_r0.4_s20_0409_2051,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 1s,2761,0.766944
alg_flexmatch_stl10_r0.4_s30_0409_2137,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 3s,2763,0.7675
alg_flexmatch_stl10_r0.4_s40_0409_2223,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 5s,2765,0.768056
alg_flexmatch_stl10_r0.5_s0_0410_1813,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 3s,2763,0.7675
alg_flexmatch_stl10_r0.5_s10_0410_1859,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 2s,2762,0.767222
alg_flexmatch_stl10_r0.5_s20_0410_1945,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 59s,2759,0.766389
alg_flexmatch_stl10_r0.5_s30_0410_2031,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 2s,2762,0.767222
alg_flexmatch_stl10_r0.5_s40_0410_2117,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 2s,2762,0.767222
alg_flexmatch_svhn_r0.1_s0_0406_1055,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 10s,2770,0.769444
alg_flexmatch_svhn_r0.1_s10_0406_1141,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 54s,2754,0.765
alg_flexmatch_svhn_r0.1_s20_0406_1227,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 54s,2754,0.765
alg_flexmatch_svhn_r0.1_s30_0406_1313,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 56s,2756,0.765556
alg_flexmatch_svhn_r0.1_s40_0406_1359,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 58s,2758,0.766111
alg_flexmatch_svhn_r0.2_s0_0407_0959,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 56s,2756,0.765556
alg_flexmatch_svhn_r0.2_s10_0407_1045,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 56s,2756,0.765556
alg_flexmatch_svhn_r0.2_s20_0407_1130,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 54s,2754,0.765
alg_flexmatch_svhn_r0.2_s30_0407_1216,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 57s,2757,0.765833
alg_flexmatch_svhn_r0.2_s40_0407_1302,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 58s,2758,0.766111
alg_flexmatch_svhn_r0.3_s0_0408_0855,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 52s,2752,0.764444
alg_flexmatch_svhn_r0.3_s10_0408_0941,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 53s,2753,0.764722
alg_flexmatch_svhn_r0.3_s20_0408_1027,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 51s,2751,0.764167
alg_flexmatch_svhn_r0.3_s30_0408_1113,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 55s,2755,0.765278
alg_flexmatch_svhn_r0.3_s40_0408_1159,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 55s,2755,0.765278
alg_flexmatch_svhn_r0.4_s0_0409_0752,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 51s,2751,0.764167
alg_flexmatch_svhn_r0.4_s10_0409_0838,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 52s,2752,0.764444
alg_flexmatch_svhn_r0.4_s20_0409_0923,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 49s,2749,0.763611
alg_flexmatch_svhn_r0.4_s30_0409_1009,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 53s,2753,0.764722
alg_flexmatch_svhn_r0.4_s40_0409_1055,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 53s,2753,0.764722
alg_flexmatch_svhn_r0.5_s0_0410_0647,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 48s,2748,0.763333
alg_flexmatch_svhn_r0.5_s10_0410_0733,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 49s,2749,0.763611
alg_flexmatch_svhn_r0.5_s20_0410_0819,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 48s,2748,0.763333
alg_flexmatch_svhn_r0.5_s30_0410_0905,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 47s,2747,0.763056
alg_flexmatch_svhn_r0.5_s40_0410_0950,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 48s,2748,0.763333
alg_flexmatch_textures_r0.1_s0_0407_0220,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 8s,2768,0.768889
alg_flexmatch_textures_r0.1_s10_0407_0306,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 56s,2756,0.765556
alg_flexmatch_textures_r0.1_s20_0407_0352,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 53s,2753,0.764722
alg_flexmatch_textures_r0.1_s30_0407_0438,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 53s,2753,0.764722
alg_flexmatch_textures_r0.1_s40_0407_0524,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 57s,2757,0.765833
alg_flexmatch_textures_r0.2_s0_0408_0117,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 59s,2759,0.766389
alg_flexmatch_textures_r0.2_s10_0408_0203,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 58s,2758,0.766111
alg_flexmatch_textures_r0.2_s20_0408_0249,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 59s,2759,0.766389
alg_flexmatch_textures_r0.2_s30_0408_0335,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 1s,2761,0.766944
alg_flexmatch_textures_r0.2_s40_0408_0421,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 2s,2762,0.767222
alg_flexmatch_textures_r0.3_s0_0409_0013,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 45m 59s,2759,0.766389
alg_flexmatch_textures_r0.3_s10_0409_0059,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 1s,2761,0.766944
alg_flexmatch_textures_r0.3_s20_0409_0145,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 1s,2761,0.766944
alg_flexmatch_textures_r0.3_s30_0409_0231,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 1s,2761,0.766944
alg_flexmatch_textures_r0.3_s40_0409_0317,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 3s,2763,0.7675
alg_flexmatch_textures_r0.4_s0_0409_2309,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 1s,2761,0.766944
alg_flexmatch_textures_r0.4_s10_0409_2355,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 2s,2762,0.767222
alg_flexmatch_textures_r0.4_s20_0410_0041,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 0s,2760,0.766667
alg_flexmatch_textures_r0.4_s30_0410_0127,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 2s,2762,0.767222
alg_flexmatch_textures_r0.4_s40_0410_0213,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 3s,2763,0.7675
alg_flexmatch_textures_r0.5_s0_0410_2203,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 2s,2762,0.767222
alg_flexmatch_textures_r0.5_s10_0410_2249,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 3s,2763,0.7675
alg_flexmatch_textures_r0.5_s20_0410_2335,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 2s,2762,0.767222
alg_flexmatch_textures_r0.5_s30_0411_0021,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 3s,2763,0.7675
alg_flexmatch_textures_r0.5_s40_0411_0107,flexmatch,cifar10,FlexMatch algorithm sweep (6 OOD sources × r × seeds),,0h 46m 6s,2766,0.768333
alg_ds3l_cifar100_r0.1_s0_0406_1536,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 55s,2875,0.798611
alg_ds3l_cifar100_r0.1_s10_0406_1624,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 43s,2863,0.795278
alg_ds3l_cifar100_r0.1_s20_0406_1712,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 43s,2863,0.795278
alg_ds3l_cifar100_r0.1_s30_0406_1759,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 43s,2863,0.795278
alg_ds3l_cifar100_r0.1_s40_0406_1847,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 44s,2864,0.795556
alg_ds3l_cifar100_r0.2_s0_0407_1530,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 39s,2859,0.794167
alg_ds3l_cifar100_r0.2_s10_0407_1617,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 41s,2861,0.794722
alg_ds3l_cifar100_r0.2_s20_0407_1705,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 43s,2863,0.795278
alg_ds3l_cifar100_r0.2_s30_0407_1753,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 41s,2861,0.794722
alg_ds3l_cifar100_r0.2_s40_0407_1841,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 40s,2860,0.794444
alg_ds3l_cifar100_r0.3_s0_0408_1519,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 39s,2859,0.794167
alg_ds3l_cifar100_r0.3_s10_0408_1607,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 39s,2859,0.794167
alg_ds3l_cifar100_r0.3_s20_0408_1655,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 39s,2859,0.794167
alg_ds3l_cifar100_r0.3_s30_0408_1742,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 38s,2858,0.793889
alg_ds3l_cifar100_r0.3_s40_0408_1830,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 38s,2858,0.793889
alg_ds3l_cifar100_r0.4_s0_0409_1508,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 36s,2856,0.793333
alg_ds3l_cifar100_r0.4_s10_0409_1555,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 36s,2856,0.793333
alg_ds3l_cifar100_r0.4_s20_0409_1643,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 36s,2856,0.793333
alg_ds3l_cifar100_r0.4_s30_0409_1730,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 37s,2857,0.793611
alg_ds3l_cifar100_r0.4_s40_0409_1818,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 37s,2857,0.793611
alg_ds3l_cifar100_r0.5_s0_0410_1455,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 34s,2854,0.792778
alg_ds3l_cifar100_r0.5_s10_0410_1543,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 34s,2854,0.792778
alg_ds3l_cifar100_r0.5_s20_0410_1630,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 36s,2856,0.793333
alg_ds3l_cifar100_r0.5_s30_0410_1718,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 35s,2855,0.793056
alg_ds3l_cifar100_r0.5_s40_0410_1805,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 34s,2854,0.792778
alg_ds3l_gaussian_noise_r0.1_s0_0407_0734,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 30s,2850,0.791667
alg_ds3l_gaussian_noise_r0.1_s10_0407_0821,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 28s,2848,0.791111
alg_ds3l_gaussian_noise_r0.1_s20_0407_0909,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 29s,2849,0.791389
alg_ds3l_gaussian_noise_r0.1_s30_0407_0956,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 29s,2849,0.791389
alg_ds3l_gaussian_noise_r0.1_s40_0407_1044,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 29s,2849,0.791389
alg_ds3l_gaussian_noise_r0.2_s0_0408_0724,ds3l,cifar10,DS3L algorithm sweep (6 OOD sources × r × seeds),,0h 47m 28s,2848,0.791111
